merchant,category
phonepe sonyliv1659,Entertainment
neft airtel recharge pos 87456,Bills & Utilities
irctc pos 39061,Travel
apna mart,Services
1mg pos 93798,Health & Medical
upi txn zee5 imps 32757,Entertainment
hpcl pump,Fuel
indfuest ord8124,Fuel
50783 vendor payment,Others
tata cliq pos 11589,Shopping
gpay flipkart jio mart daily mart 91535,Groceries
paytm-KFC-7681,Food & Dining
swiggy imps 41363,Food & Dining
hindustan petroleum,Fuel
house cleaning pos 65983,Services
dth recharge imps 16373,Bills & Utilities
mtr tckt grn frsh rctc kl 1999 py,Travel
supermarket_385 more,Groceries
unknown txn pos 62967,Others
blink go cab@4527 upi ddf894f8,Travel
sony liv pos 78548,Entertainment
kfc&5990 imps 68296,Food & Dining
jiogro ord2274,Groceries
inomov ord8196,Entertainment
del parking fee 44234,Others
paytm spencers%6750 upi 217ffecb,Groceries
1mg upi 0985fe7c,Health & Medical
barber*9981 upi 908212b7,Services
rapido@5333,Travel
bigbasket*6564,Groceries
Starbucks,Food & Dining
transfer,Others
grgn mps rtl prm mrt,Health & Medical
air india pos 95361,Travel
netflix imps 81786,Entertainment
water can delivery pos 26866,Services
vpa spencers&2350 upi 56f2f381,Groceries
amzn phonepe prime upi 0f60a2fc,Entertainment
general store pos 68593,Others
utr water bill!9449 upi df7e6838,Bills & Utilities
apopha ord7275,Health & Medical
sony liv pos 4277,Entertainment
amazon imps 64363,Shopping
card *pvrcinemas8957,Entertainment
general store upi 392f1c7e,Others
neft dth recharge,Bills & Utilities
bigbasket pos 87510,Groceries
pharmeasy upi 7e94d2d0,Health & Medical
spencers pos 88027,Groceries
dmart#5570,Groceries
iocl pump/767 upi 7f8c4bb5,Fuel
iocl pump pos 80220,Fuel
UrbanCopmany#771,Services
paytm apollo pharmacy/1993 imps 63255,Health & Medical
pharmeasy pos 93137,Health & Medical
ref830758 blr 40151 prime video star services,Entertainment
cleaning@228 house pos 32545,Services
apollo pharmacy upi af2b794f,Health & Medical
zomato upi 1671518c,Food & Dining
vpa dmart,Groceries
hpcl pump pos 76938,Fuel
IndiGo Airlines txn30390,Travel
service_1976 imps ac imps 81120,Services
phonepe-CashWithdrawal-5373,Others
75817 urban company txn flipkart,Shopping
1mg pos 3845,Health & Medical
vpa spencers pos 29594,Groceries
sony liv pos 82284,Entertainment
phonepe pharmeasy-6408 pos 49456,Health & Medical
mps grgn ptrl pmp 29321 dly mrt,Others
amazon upi 91df1a4d,Shopping
pharmeasy upi f5efe83d,Health & Medical
gpay meesho/4353 upi bcf9f51f,Shopping
22499 prm vd kl,Entertainment
imps pune broadband tata cliq daily mart 61062,Shopping
hindustan petroleum imps 74232,Fuel
22143 ord jio mart vijayawada electricity bill,Groceries
imps iocl pump imps 17942,Fuel
iocl pump imps 55884,Fuel
vpa hotel saravana upi 407b6c42,Food & Dining
utr mcdnlds@9863,Food & Dining
gas bill pos 41919,Bills & Utilities
reliance fresh imps 21999,Groceries
urban company pos 47010,Services
house cleaning#7912 upi de2aafe6,Services
sony liv pos 57345,Entertainment
rd frts pn mrt blr 45161 dmns,Health & Medical
gpay-MoreSupermarket-2088,Groceries
gpay ac service,Services
more supermarket-5027 pos 75878,Groceries
gift shop,Others
28161 imps star services,Food & Dining
upi txn kfc!9197 upi 3299aa4f,Food & Dining
amazon prime upi e665cde7,Entertainment
flpcrt@1473,Shopping
1mg imps 95018,Health & Medical
reliance fresh upi 2f31f034,Groceries
upi more supermarket txn upi a07db768,Groceries
deb card pvrcinemas5255,Entertainment
tata cliq pos 11589,Shopping
misc payment upi 21ac648f,Others
travelmart upi dmart gurgaon,Entertainment
meesho,Shopping
petrol pump card chennai,Fuel
ola imps 38372,Travel
received from housecleaningservice6510,Services
ajio pos 80796,Shopping
blink go cab pos 77027,Travel
paytm-McDonald's-1797,Food & Dining
amazon upi 5f168d65,Shopping
shell kol kfc 65516 card,Food & Dining
pathlab 30896 blr irctc omni corp,Travel
water bill upi 9bfb7cf1,Bills & Utilities
irctc pos 54328,Travel
irctc#2369 upi 943e016b,Travel
blink go cab imps 32890,Travel
apollo ref191d44,Health & Medical
pharmeasy upi 129ffcbb,Health & Medical
unknown txn pos 65697,Others
parking fee 54339 city plaza,Fuel
gpay gas bill upi 1ece6cf9,Bills & Utilities
subway,Food & Dining
utr kfc_6019 upi 4bea5453,Food & Dining
decathlon hyd ref6e136a 42215 ord,Shopping
hindustan petroleum upi e71ead8f,Fuel
49452 dominos quickpay upi,Food & Dining
imps more supermarket imps 57128,Groceries
max hospital,Health & Medical
payment%2640 misc gpay pos 21359,Others
imps 72719 ref76f207 apollo goibibo green fresh del,Travel
pos id#iocloutlet5268,Fuel
dmart pos 85892 blr vendor payment,Others
shell fuel imps 35208,Fuel
vpa burger king pos 23834,Food & Dining
sony liv#7464,Entertainment
dominos pos 81312,Food & Dining
ref no#domino'spizza987,Food & Dining
meesho upi cfcd0063,Shopping
apollo pharmacy pos 66793,Health & Medical
cafecoffee upi acbefee6,Food & Dining
zmt#8174 imps 82492,Food & Dining
txn mcds upi imps 33384,Food & Dining
hotel saravana imps 37924,Food & Dining
uber pos 15290,Travel
paytm-BPCLPump-9919,Fuel
gpay-FortisHospital-6656,Health & Medical
jio postpaid!6746 pos 24174,Bills & Utilities
imps pune nykaa,Shopping
hotel saravana pos 56782,Food & Dining
Shell Fuel Centre txn13873,Fuel
burger king/7165 imps 14044,Food & Dining
unknown txn#5687 imps 30632,Others
kfc,Food & Dining
visa *apollopharmacy9510,Health & Medical
indigo airlines#4420 imps 27477,Travel
amazon prime upi 767ab2b2,Entertainment
paytm bookmyshow pos 41489,Entertainment
ref40b4e1 55016 pathlab upi kol vendor payment star services,Others
iocl pump upi 0b7d2465,Fuel
Rapido Bike Taxi txn81154,Travel
myntra imps 11690,Shopping
blink go cab imps 80270,Travel
amz prime!3868 pos 29863,Entertainment
10933 plumber pay green fresh,Services
93779 zomato ref816295 hyd,Food & Dining
iocl green fresh refc66fbc noida imps,Food & Dining
gpay global stores bharat petroleum,Fuel
house cleaning,Services
ola imps 30664,Travel
supermarket&9635 txn more upi pos 33422,Groceries
store&8129 general imps upi d908065a,Others
59363 ntflx xprss mrt pytm kl vndr pymnt,Entertainment
1mg pos 64886,Health & Medical
more supermarket upi 780620e4,Groceries
65340 pos hyd ac repair spotify travelmart,Entertainment
jio postpaid upi 31f03ac0,Bills & Utilities
ref vijayawada vendor payment 79038,Others
utr zee5,Entertainment
air india card 95954 vendor payment,Others
clinic express mart gpay gurgaon refb02746,Health & Medical
bpcl ptrl-8569 imps 17904,Fuel
indigo ref pune,Travel
water bill,Bills & Utilities
bigbasket pos 46817,Groceries
dominos 94566,Food & Dining
amazon imps 80498,Shopping
prkng f ps rfdb114f bkmyshw,Others
ola#2970 imps 97342,Travel
phonepe salon service upi e04a52f6,Services
UnknonwTransaction#272,Others
pharmeasy pos 5736,Health & Medical
paytm airtel recharge,Bills & Utilities
unktra ord7368,Others
hppetpum ord3255,Fuel
salon service upi a82dc1d4,Services
electricity bill imps 49839,Bills & Utilities
75580 rbn cmpny gs bll grgn rf7bf90,Services
paytm indigo airlines%4449 upi 483fc233,Travel
del travelmart metro ticket,Bills & Utilities
dmart upi ce0f1098,Groceries
vpa hotel saravana pos 56830,Food & Dining
flipkart upi f44e52ba,Shopping
pharmeasy pos 61222,Health & Medical
apollo noida vendor payment,Health & Medical
medplus pos 93490,Health & Medical
rf90b679 hyd crd dcthln pymrt 49161,Shopping
gift shop imps 76992,Others
gpay meesho%1788,Shopping
1986 ref904af2 bigbasket fastlane misc payment pay,Groceries
gift shop upi be30f252,Others
cafecoffee imps 99363,Food & Dining
more supermarket,Groceries
frts dly mrt hyd 83983,Shopping
spencers imps 40824,Groceries
IndiGo Airlines txn9601,Travel
ajio upi 8746def5,Shopping
pn sptfy pytm 54414,Entertainment
jio postpaid upi 1677886b,Bills & Utilities
1mg#5413 upi c2dda6c9,Health & Medical
kfc vpa pos 96518,Food & Dining
FortsiHospital#295,Health & Medical
mm bgbskt 3043,Groceries
rf vjywd sln 28577,Services
salon neft service upi a7b606c6,Services
32850 pymrt,Entertainment
swiggy kol paytm,Food & Dining
paytm-D-Mart-4044,Groceries
paytm-PVRCinemas-4073,Entertainment
bigbasket*6564,Groceries
ola&4700 imps 57533,Travel
1mg imps 47686,Health & Medical
paytm airtel recharge pos 71438,Bills & Utilities
chnn rf67100 zmt 12814 gpy,Food & Dining
phonepe transfer*5571 pos 49575,Others
amz#5505 pos 78355,Shopping
gift shop imps 27679,Others
1mg,Health & Medical
air india upi 2f1f868e,Travel
urban company_5165 pos 29469,Services
salon service,Services
refe95037 chennai gpay 50633 electrician global stores petrol pump,Services
meesho,Shopping
dominos pos 81312,Food & Dining
gift shop upi acccfcf9,Others
1mgmed ord9801,Health & Medical
bazaar%7172 big pos 23042,Groceries
77859 del imps clinic 1mg,Health & Medical
hppetpum ord3760,Fuel
33991 mzn pytm br trvlmrt hyd,Travel
flipkart,Shopping
gpay general store,Others
cleaning*5406 vpa house,Services
imps kfc upi f3448f78,Food & Dining
upi txn water bill_9178 imps 43205,Bills & Utilities
misc payment pos 49614,Others
utr pump_3107 hpcl,Fuel
1mg@9379 pos 70360,Health & Medical
vpa gas bill_4394 imps 76532,Bills & Utilities
irctc pos 35546,Travel
Rapido Bike Taxi,Travel
water can delivery upi b3b9cb74,Services
ReliancFeresh#199,Groceries
rapido imps 58027,Travel
apollo pharmacy_7997 gpay pos 69983,Health & Medical
vijayawada metro ticket 75534 pvr,Travel
barber pos 10521,Services
gpay hotstar*2340,Entertainment
medplus%1743,Health & Medical
Bg Bzr248,Groceries
1mg 62918 chnn crd cl cty plz,Fuel
Parking Fee txn13321,Others
ac service upi 8f360499,Services
Nkyaa#821,Shopping
gurgaon car wash card,Services
barber,Services
ndg mn crp 39554,Travel
bookmyshow pos 7976,Entertainment
ola upi 2925fc63,Travel
yMntra#451,Shopping
vpa decathlon pos 6380,Shopping
utr jio postpaid%777,Bills & Utilities
water can delivery pos 47609,Services
big bazaar imps pos 31110,Groceries
water bill pos 88899,Bills & Utilities
phonepe-ParkingFee-3148,Others
paytm mcdonldss!6216 pos 63636,Food & Dining
ac service upi 259114ec,Services
unknown txn upi dafa8f41,Others
misc payment blr gas bill 96274,Others
uber/6422,Travel
netflix upi 0fac6bfd,Entertainment
max hspitl imps 75020,Health & Medical
imps blink go cab imps 90792,Travel
tata cliq imps 33638,Shopping
zomato imps 86187,Food & Dining
myntra imps 32927,Shopping
zee5 imps 46572,Entertainment
pn rfd92bf2 dmrt xprss mrt,Groceries
hpcl pump,Fuel
trf#bigbazaar1534,Groceries
phonepe hotstar pos 52781,Entertainment
dmns rff0767 rf chnn,Food & Dining
upi txn tata cliq!4400 imps 36462,Shopping
Spencer's,Groceries
66821 starbucks daily mart imps hyd bpcl,Food & Dining
BPCL Pmp727,Fuel
dominos upi 9ec6f089,Food & Dining
BookMyShow txn6733,Entertainment
max hospitl&637,Health & Medical
jio postpaid@2148 upi 72f6e078,Bills & Utilities
iocl pump imps 79520,Fuel
burger king,Food & Dining
general store,Others
salon service imps 98971,Services
Water Board Payment txn71464,Bills & Utilities
ord redbus union services del,Travel
imps spencers*9789 imps 87337,Groceries
dth kol reff5ccc3 txn,Bills & Utilities
ACRepairSerivce#424,Services
ac service upi f77c55dc,Services
more supermarket,Groceries
apollo pharmacy upi b04bbda7,Health & Medical
64200 rdbs vjywd prkng f txn,Others
quickpay gpay,Shopping
txn chennai apna mart,Health & Medical
air india imps 71538,Travel
mum reliance fresh 31877,Groceries
pharmeasy,Health & Medical
swiggy upi 5814d9f1,Food & Dining
gpay pharmeasy*5063,Health & Medical
netflix imps 78377,Entertainment
phonepe hpcl pump pos 28376,Fuel
grgn mn crp p,Health & Medical
kfc imps 87268,Food & Dining
amazon prime pos 2652,Entertainment
ac service imps 36389,Services
zomato imps 32450,Food & Dining
zomato water bill card,Bills & Utilities
16062 petrol pump fortis pune ref,Fuel
rapido imps 61079,Travel
Myntra,Shopping
barber upi dbf04d26,Services
misc payment upi dmart,Others
phonepe urban company!8906 imps 58185,Services
sln 8789 gpy gbb vjywd,Services
burger king pos 12793,Food & Dining
upi txn flipkrt pos 89106,Shopping
vijayawada paytm 48568 vendor payment express mart,Others
phonepe pharmeasy-6408 pos 49456,Health & Medical
82108 bharat petroleum omni corp txn,Entertainment
electricity bill pos 88846,Bills & Utilities
587 salon uber,Services
watboapa ord7787,Bills & Utilities
nd rf8fdb1 35285 shll prkng f rlnc,Others
salon global stores upi 86753,Services
ajio@7003 imps 54964,Shopping
ref9d6ef4 21131 misc payment,Others
pn pvr 99196 crd nknwn txn,Entertainment
rapido upi 51a0b9b4,Travel
paytm iocl pump/6885 imps 15537,Fuel
ord 25870 electrician omni corp,Services
dth recharge imps 97200,Bills & Utilities
gpay hpcl pump upi da0fe2e8,Fuel
BCPLPump#556,Fuel
SonyLiv txn94627,Entertainment
blr rf769bd8 p cty plz 95220 l,Health & Medical
decathlon imps 74788,Shopping
ajio upi 3c995340,Shopping
hotel saravana upi 9c81b9b1,Food & Dining
transfer imps 54777,Others
dth paymart 42937 del,Bills & Utilities
indigo airlines imps 38549,Travel
dompiz ord1141,Food & Dining
VasaEnyeCare#212,Health & Medical
electricity bill imps 76232,Bills & Utilities
myntr 32370 nd,Shopping
BPCLuPmp#634,Fuel
rapido*7089 pos 60103,Travel
salon hyd star services,Shopping
bigbasket upi fdb64c51,Groceries
transfer pos 98252,Others
imps water bill onepay gurgaon,Bills & Utilities
blink go cab pos 24342,Travel
urban company imps 69073,Services
kfc upi 8b22a679,Food & Dining
grofers imps 79517,Groceries
grofers_2762 utr upi b3548be2,Groceries
SalonServiec#907,Services
max hospital imps 69451,Health & Medical
unknown txn,Others
bazaar_3606 big pos 64780,Groceries
apollo pharmacy,Health & Medical
meesho@5238 imps 85530,Shopping
dth recharge pos 69966,Bills & Utilities
indigo airlines imps 95497,Travel
urban company imps 93074,Services
paytm mcds_6593 pos 54125,Food & Dining
jio postpaid,Bills & Utilities
imps gas bill upi 0cd201ea,Bills & Utilities
medplus,Health & Medical
big bazaar upi c6aa7948,Groceries
Big Bazaar txn59972,Groceries
rbn Cmpny519,Services
p 77925 lcl krn pn mrt pn,Groceries
netflix vijayawada 46271,Entertainment
BPCLPupm#548,Fuel
imps iocl pump@5314 imps 19437,Fuel
phonepe-RedBus-8837,Travel
ac service pos 55263,Services
netflix upi 59b5a551,Entertainment
medplus,Health & Medical
dl ps 89966 mtr bkmyshw,Health & Medical
ola pos 88712,Travel
grgn dcthln cty plz pvr 29295 pytm,Shopping
bpcl petrol pos 36452,Fuel
water can delivery#7834,Services
1323 netflix quickpay goibibo del,Entertainment
phonepe hpcl pump,Fuel
water bill upi a2b20d9b,Bills & Utilities
phonepe-GasCylinderBooking-2133,Bills & Utilities
imps dominos pos 10295,Food & Dining
misc payment upi 18815fe4,Others
paytm-BarbequeNation-2880,Food & Dining
rd rtl 7715 mtr,Groceries
Flipkrat#978,Shopping
air india,Travel
shell fuel upi 6b7a2bb8,Fuel
ptrl bpcl phonepe imps 14252,Fuel
96381 paytm quickpay,Food & Dining
shell fuel-4590 imps 98638,Fuel
paytm 62763 fuel station,Fuel
INOX Movies txn10807,Entertainment
bookmyshow,Entertainment
imps gas bill,Bills & Utilities
neft bpcl petr,Fuel
broadband prime mart 53520 bpcl pune,Bills & Utilities
vpa bigbasket-4816 upi ce44cee4,Groceries
1mg%4527,Health & Medical
D-Mrt967,Groceries
house cleaning upi 5e10418e,Services
gpay blink go cab imps 16775,Travel
indigo airlines imps 99723,Travel
Hs Clnng Srvc222,Services
ref no#indigoairlines6801,Travel
general store imps 98982,Others
iJoFiberBill#387,Bills & Utilities
tat ord3005,Shopping
hindustan petroleum pos 51672,Fuel
Subway txn78304,Food & Dining
house cleaning upi 5e10418e,Services
ac service@5778 pos 56089,Services
rapido pos 20628,Travel
imps water bill imps 77162,Bills & Utilities
PharmEsay#820,Health & Medical
gpay amz prime imps 64593,Entertainment
ajio imps 77838,Shopping
upi txn big bazaar/6399 pos 98174,Groceries
hpcl pump upi a451a42f,Fuel
bpcl petrol upi 8be7babe,Fuel
house cleaning pos 21079,Services
unknown txn pos 16880,Others
shell fuel,Fuel
imps rapido,Travel
upi txn myntra585,Shopping
india@7021 air,Travel
gpay-ACRepairService-8492,Services
txn zomato 62254 spotify,Entertainment
grofers/3700,Groceries
transfer imps 27596,Others
house cleaning imps 96321,Services
vijayawada 23275 pathlab paymart gpay,Health & Medical
aWterBoardPayment#334,Bills & Utilities
tata cliq,Shopping
72499 hpcl city plaza del ord,Fuel
phonepe bookmyshow*8338 pos 88377,Entertainment
pay iocl global stores blr 63589 irctc,Fuel
blink go cab upi 42018d37,Travel
flipkart travelmart blr upi,Shopping
gas bill/532,Bills & Utilities
misc payment upi 720eced5,Others
ola imps 98620,Travel
imps store general,Others
43596 local kirana upi,Groceries
gensto ord4921,Others
fresh reliance upi 675ec2ba,Groceries
ola pos 82736,Travel
Urban Company txn21079,Services
burger king/7165 imps 14044,Food & Dining
ndnl Fl Sttn201,Fuel
postpaid jio pos 49286,Bills & Utilities
upi txn meesho,Shopping
1mg pos 32750,Health & Medical
hpcl pump#7899 upi 5dd341ca,Fuel
hotstar imps 28658,Entertainment
gpay tata cliq imps 51327,Shopping
Swggy818,Food & Dining
uber urban mall 95047 ord vijayawada ref18e853,Travel
gurgaon gpay 54667 bharat petroleum omni corp,Groceries
mcdonalds pos 11443,Food & Dining
utr salon service,Services
transfer imps 48763,Others
rapido upi 893aab35,Travel
water bill upi ee206696,Bills & Utilities
mastercard *waterboardpayment5441,Bills & Utilities
phonepe-MoreSupermarket-5223,Groceries
decathlon pos 89124,Shopping
ReduBs#200,Travel
transfer,Others
hotstar pos 36888,Entertainment
house cleaning upi 259ef097,Services
tata cliq fastlane pay 37449 myntra,Shopping
vpa zee5 imps 68357,Entertainment
hpcl pump pos 4510,Fuel
hotstar imps 84066,Entertainment
hpcl pump imps 44503,Fuel
msc pymnt txn kl 24828 dth,Bills & Utilities
paytm bookmyshow#9358 imps 79011,Entertainment
airtel recharge pos 5085,Bills & Utilities
general store/9343 imps 22288,Others
cafecoffee pos 33594,Food & Dining
deb card bpclpump4322,Fuel
pn fstln 32897,Groceries
paytm ref45b861 34985 del global stores kfc,Shopping
dominos upi cfc9ed98,Food & Dining
IOCLuOtlet#692,Fuel
indigo airlines imps 27727,Travel
kol express mart paytm,Fuel
brdbnd cty plz py 19687 mm,Bills & Utilities
Spotify txn58343,Entertainment
barber,Services
amaon prime&3727,Entertainment
phonepe amaon prime,Entertainment
Rpd Bk Tx656,Travel
burger king pos 12793,Food & Dining
