merchant,category
paytm-ApolloPharmacy-3219,Health & Medical
swi ord8865,Food & Dining
houclese ord4018,Services
Jv yrvd247,Health & Medical
payment to bookmyshow5257,Entertainment
received from unknowntransaction6476,Others
pos id#electricianservices6141,Services
Aijo#257,Shopping
pos id#airindia9520,Travel
Gs Cylndr Bkng990,Bills & Utilities
phonepe-OlaCabs-4225,Travel
irc ord7250,Travel
INOXMovise#955,Entertainment
C Rpr Srvc811,Services
Mr Sprmrkt585,Groceries
phonepe-IOCLOutlet-4198,Fuel
Brgr Kng529,Food & Dining
hotpre ord1990,Entertainment
Water Board Payment txn80433,Bills & Utilities
gpay netflixsubscription5917,Entertainment
WaterBoardaPyment#730,Bills & Utilities
ord#urbancompany3140,Services
phonepe unknowntransaction3496,Others
hotpre ord3563,Entertainment
Airtel Recharge txn89906,Bills & Utilities
rbn Cmpny336,Services
irc ord4343,Travel
iDshTVRecharge#130,Bills & Utilities
deb card irctc3057,Travel
NX Mvs726,Entertainment
IRCTC txn63895,Travel
DishTVRechrage#673,Bills & Utilities
J Fbr Bll235,Bills & Utilities
mastercard *dishtvrecharge6748,Bills & Utilities
Air India txn83150,Travel
ShellFuelCenter#494,Fuel
Jio Fiber Bill txn91680,Bills & Utilities
Strbcks793,Food & Dining
gpay-MoreSupermarket-4196,Groceries
olacab ord9074,Travel
Gnrl Str904,Others
Htstr Prmm295,Entertainment
stabaz ord4400,Groceries
Dcthln108,Shopping
TNEB Electricity Bill txn12648,Bills & Utilities
ord#starbazaar3975,Groceries
Swiggy txn35362,Food & Dining
TtClq680,Shopping
paytm-Domino'sPizza-2958,Food & Dining
gpay-HouseCleaningService-2591,Services
mispay ord4666,Others
BigBasket txn97940,Groceries
TataCliq txn48214,Shopping
paytm dishtvrecharge8864,Bills & Utilities
morsup ord972,Groceries
hParmEasy#714,Health & Medical
House Cleaning Service txn39415,Services
J Fbr Bll195,Bills & Utilities
Lcl Vndr Prchs442,Others
gensto ord4921,Others
red ord3249,Travel
spo ord3958,Entertainment
paytm-Myntra-7717,Shopping
card *subway416,Food & Dining
BigBasket txn7345,Groceries
Airtel Recharge txn59350,Bills & Utilities
boo ord1954,Entertainment
indair ord4267,Travel
stabaz ord1161,Groceries
SlaonService#978,Services
ref no#parkingfee1510,Others
gpay redbus5788,Travel
bpcpum ord4851,Fuel
eleser ord7668,Services
Brgr Kng342,Food & Dining
Jv yrvd616,Health & Medical
gpay-Spotify-8274,Entertainment
Hotstar Premium txn61003,Entertainment
phonepe-HotstarPremium-2787,Entertainment
upi txn apollopharmacy7560,Health & Medical
phonepe-HPPetrolPump-8195,Fuel
gpay-HotstarPremium-7344,Entertainment
PhamrEasy#566,Health & Medical
VasanEyeaCre#654,Health & Medical
mastercard *generalstore2988,Others
McDonald's txn91894,Food & Dining
gpay-ChaiPoint-9028,Food & Dining
Zmt17,Food & Dining
BigaBzaar#279,Groceries
Filpkart#842,Shopping
HotstarrPemium#362,Entertainment
phonepe-MiscPayment-4330,Others
Gas Cylinder Booking txn74315,Bills & Utilities
Decathlon txn80223,Shopping
gpay-MiscPayment-4181,Others
gpay-GasCylinderBooking-7015,Bills & Utilities
KFC txn6276,Food & Dining
phonepe-HPPetrolPump-3895,Fuel
phonepe-CashWithdrawal-2940,Others
airind ord4976,Travel
phonepe-TataCliq-9449,Shopping
tneelebi ord6648,Bills & Utilities
HouseCleainngService#805,Services
Water Board Payment txn57810,Bills & Utilities
Uber Rides txn85094,Travel
BPLCPump#387,Fuel
lEectricianServices#243,Services
phonepe-JioFiberBill-5160,Bills & Utilities
RdeBus#443,Travel
visa *decathlon2750,Shopping
BigBasket txn42889,Groceries
utr#bpclpump6576,Fuel
pos id#iocloutlet5268,Fuel
indair ord5909,Travel
burkin ord9191,Food & Dining
utr#bpclpump1414,Fuel
upi txn domino'spizza6703,Food & Dining
Electrician Services txn62709,Services
paytm uberrides5725,Travel
Decathlon txn70964,Shopping
IRCTC txn28277,Travel
MroeSupermarket#282,Groceries
swi ord2507,Food & Dining
parfee ord8885,Others
IOCLOutlte#493,Fuel
airrec ord9107,Bills & Utilities
Nykaa#188,Shopping
Decathlon txn28400,Shopping
gpay-UnknownTransaction-4223,Others
IndiGo Airlines txn89487,Travel
utr#medplus3398,Health & Medical
paytm-IndiGoAirlines-7599,Travel
ord#dishtvrecharge9635,Bills & Utilities
swi ord5794,Food & Dining
RedBus txn63221,Travel
1mg Medicines txn18739,Health & Medical
parfee ord3233,Others
MedPlus txn44202,Health & Medical
paytm jivaayurveda241,Health & Medical
gpay-UnknownTransaction-2659,Others
Jv yrvd265,Health & Medical
urbcom ord3978,Services
IOCOLutlet#866,Fuel
mzn477,Shopping
IndianOilFueltSation#907,Fuel
imps airindia5372,Travel
paytm swiggy4679,Food & Dining
urbcom ord6494,Services
Jio Fiber Bill txn22130,Bills & Utilities
gpay-SonyLiv-2835,Entertainment
med ord2235,Health & Medical
paytm-CarWashService-7309,Services
Msc Pymnt20,Others
Phrmsy452,Health & Medical
Nykaa txn88194,Shopping
paytm-Flipkart-4558,Shopping
salser ord6922,Services
BPCLPupm#548,Fuel
Electrician Services txn52031,Services
phonepe-RedBus-5440,Travel
paytm-IRCTC-8956,Travel
iArIndia#396,Travel
paytm-CromaRetail-7677,Shopping
ord#myntra3181,Shopping
AitrelRecharge#375,Bills & Utilities
C Rpr Srvc648,Services
Csh Wthdrwl56,Others
apopha ord6309,Health & Medical
gpay-TataCliq-901,Shopping
Rpd Bk Tx822,Travel
gpay-D-Mart-6093,Groceries
apopha ord6019,Health & Medical
MroeSupermarket#181,Groceries
paytm-PharmEasy-7044,Health & Medical
phonepe-UrbanCompany-8851,Services
RICTC#437,Travel
imps housecleaningservice1356,Services
BigBasket txn80220,Groceries
BPCL Pump txn53095,Fuel
gpay-HouseCleaningService-2370,Services
spe ord7636,Groceries
received from decathlon9020,Shopping
SnyLv727,Entertainment
RedBus txn45453,Travel
trf#jiofiberbill5832,Bills & Utilities
bpcpum ord7549,Fuel
GasCylinderBooknig#584,Bills & Utilities
MkMyTrp811,Travel
morsup ord9108,Groceries
gpay-ParkingFee-476,Others
IndiGo Airlines txn54019,Travel
AirIdnia#200,Travel
ama ord3647,Shopping
Parking Fee txn61042,Others
UrbanCopmany#361,Services
phonepe-HPPetrolPump-2515,Fuel
Sln Srvc328,Services
Cr Wsh Srvc400,Services
iocout ord2347,Fuel
aPrkingFee#246,Others
Spencers'#922,Groceries
Sbwy463,Food & Dining
imps shellfuelcentre6740,Fuel
paytm-SalonService-1134,Services
payment to parkingfee3382,Others
Zomato txn72582,Food & Dining
gpay-UrbanCompany-9904,Services
eleser ord6723,Services
Nyk143,Shopping
JioMart Grocery txn36601,Groceries
phonepe sonyliv7583,Entertainment
Jv yrvd453,Health & Medical
paytm burgerking3598,Food & Dining
INOX Movies txn56737,Entertainment
ParkingeFe#869,Others
gpay-MoreSupermarket-6875,Groceries
iJvaAyurveda#794,Health & Medical
tneelebi ord6019,Bills & Utilities
Dsh TV Rchrg428,Bills & Utilities
Flipkatr#537,Shopping
Lcl Vndr Prchs330,Others
Prkng F309,Others
ref no#cromaretail2258,Shopping
phonepe-BPCLPump-6939,Fuel
Gs Cylndr Bkng578,Bills & Utilities
Gnrl Str910,Others
utr#urbancompany6907,Services
paytm waterboardpayment3918,Bills & Utilities
ord#jiofiberbill168,Bills & Utilities
Barbeque Nation txn53757,Food & Dining
phonepe-ElectricianServices-8702,Services
ParkingFee#504,Others
Ntflx Sbscrptn99,Entertainment
MedPlus txn43268,Health & Medical
card *apollopharmacy8795,Health & Medical
HottsarPremium#648,Entertainment
eMdPlus#178,Health & Medical
rtl Rchrg404,Bills & Utilities
SonLyiv#488,Entertainment
gpay-RapidoBikeTaxi-1516,Travel
iJoFiberBill#387,Bills & Utilities
AploloPharmacy#125,Health & Medical
gpay-IndianOilFuelStation-1759,Fuel
Wtr Brd Pymnt50,Bills & Utilities
mastercard *urbancompany4924,Services
Hotstar Premium txn98365,Entertainment
Shell Fuel Centre txn17236,Fuel
oHuseCleaningService#938,Services
BPCL Pump txn32310,Fuel
ICOLOutlet#879,Fuel
pha ord8040,Health & Medical
phonepe-CashWithdrawal-5373,Others
paytm-FortisHospital-4683,Health & Medical
visa *apollopharmacy9510,Health & Medical
Uber Rides txn8166,Travel
urbcom ord9995,Services
Croma Retail txn88650,Shopping
BookMyShow txn54265,Entertainment
deb card hotstarpremium9696,Entertainment
aji ord5045,Shopping
Htstr Prmm47,Entertainment
BgiBazaar#211,Groceries
received from moresupermarket2972,Groceries
paytm-JivaAyurveda-4409,Health & Medical
Nyk796,Shopping
INOX Movies txn58105,Entertainment
mastercard *localvendorpurchase7877,Others
aWterBoardPayment#501,Bills & Utilities
distvrec ord2754,Bills & Utilities
Sln Srvc775,Services
payment to jivaayurveda9616,Health & Medical
utr#amazon3876,Shopping
Gas Cylinder Booking txn11244,Bills & Utilities
TataCilq#689,Shopping
Urban Company txn45744,Services
visa *bigbazaar5763,Groceries
Parking Fee txn67633,Others
forhos ord4833,Health & Medical
received from unknowntransaction3194,Others
deb card ajio8962,Shopping
BkMyShw242,Entertainment
mispay ord3086,Others
CashWtihdrawal#238,Others
imps bigbasket2476,Groceries
trf#urbancompany3585,Services
Prkng F463,Others
BigBakset#188,Groceries
upi txn 1mgmedicines9742,Health & Medical
phonepe-MedPlus-8187,Health & Medical
pos id#1mgmedicines3461,Health & Medical
phonepe-IndianOilFuelStation-4867,Fuel
ref no#domino'spizza987,Food & Dining
TNEBElecrticityBill#491,Bills & Utilities
card *medplus9598,Health & Medical
Flpkrt194,Shopping
parfee ord1047,Others
relfre ord153,Groceries
Water Board Payment txn57485,Bills & Utilities
burkin ord7173,Food & Dining
Reliance Fresh txn5888,Groceries
phonepe-Amazon-5081,Shopping
gpay-AirtelRecharge-6740,Bills & Utilities
Shell Fuel Centre txn23701,Fuel
mispay ord3546,Others
House Cleaning Service txn21431,Services
Lcl Vndr Prchs927,Others
unktra ord5745,Others
Flpikart#235,Shopping
paytm-D-Mart-4044,Groceries
visa *urbancompany7533,Services
barnat ord4772,Food & Dining
lctrcn Srvcs870,Services
iocout ord636,Fuel
Dcthln563,Shopping
BigBazaar#381,Groceries
PahrmEasy#770,Health & Medical
utr#sonyliv5438,Entertainment
phonepe 1mgmedicines5419,Health & Medical
TataCliq txn42353,Shopping
utr#starbazaar1588,Groceries
indfuest ord8413,Fuel
distvrec ord5386,Bills & Utilities
paytm-Amazon-5524,Shopping
pvrcin ord290,Entertainment
stabaz ord7273,Groceries
ama ord5127,Shopping
Spotify txn79636,Entertainment
parfee ord9012,Others
tneelebi ord7468,Bills & Utilities
iocout ord2517,Fuel
ParkinFgee#618,Others
House Cleaning Service txn3185,Services
ord#jiomartgrocery8057,Groceries
pos id#waterboardpayment9632,Bills & Utilities
Subway txn95493,Food & Dining
PVR Cinemas txn6863,Entertainment
gpay-Flipkart-4117,Shopping
Nyaka#120,Shopping
AirInida#603,Travel
phonepe-SalonService-1679,Services
d-m ord9777,Groceries
paytm-McDonald's-7914,Food & Dining
Ola Cabs txn35205,Travel
MdPls946,Health & Medical
card *airindia6783,Travel
Unknown Transaction txn4614,Others
received from dishtvrecharge4495,Bills & Utilities
KFC144,Food & Dining
phonepe-Flipkart-6722,Shopping
Domino's Pizza txn13978,Food & Dining
IRCTC txn41645,Travel
Urban Company txn94244,Services
bpcpum ord9663,Fuel
PBCLPump#629,Fuel
red ord1849,Travel
IndianOil Fuel Station txn63355,Fuel
carwasse ord3520,Services
indfuest ord368,Fuel
phonepe-BPCLPump-952,Fuel
BigBasket txn85575,Groceries
SonyLiv txn35006,Entertainment
Sln Srvc795,Services
IOCL Outlet txn82033,Fuel
ReilanceFresh#762,Groceries
big ord9420,Groceries
gpay-BurgerKing-9372,Food & Dining
deb card ajio8631,Shopping
phonepe-OlaCabs-3692,Travel
Spencer's txn13208,Groceries
CroamRetail#280,Shopping
Sbwy477,Food & Dining
PVR Cnms517,Entertainment
paytm-MedPlus-977,Health & Medical
unktra ord7368,Others
jiogro ord5996,Groceries
trf#iocloutlet2757,Fuel
BigBzaaar#227,Groceries
Sptoify#750,Entertainment
caswit ord7175,Others
trf#housecleaningservice1601,Services
acrepser ord2771,Services
gpay-PharmEasy-3604,Health & Medical
Cr Wsh Srvc201,Services
Nyk821,Shopping
gpay-VasanEyeCare-1907,Health & Medical
Hs Clnng Srvc222,Services
mastercard *spotify6487,Entertainment
ref no#fortishospital9547,Health & Medical
ord#bigbazaar5858,Groceries
Amazon txn49310,Shopping
Decathlon txn51173,Shopping
card *ajio1738,Shopping
ndG rlns161,Travel
Hs Clnng Srvc345,Services
paytm-SalonService-6551,Services
Msc Pymnt984,Others
JioMart Grocery txn56460,Groceries
Spencre's#851,Groceries
AitrelRecharge#287,Bills & Utilities
Gas Cylinder Booking txn40930,Bills & Utilities
gpay-CromaRetail-8184,Shopping
PVR Cinemas txn1955,Entertainment
GeneraSltore#443,Others
Nykaa txn16420,Shopping
ElectricianServiecs#483,Services
rUbanCompany#644,Services
ref no#bpclpump8286,Fuel
phonepe-BarbequeNation-3184,Food & Dining
C Rpr Srvc747,Services
1mg Medicines txn44425,Health & Medical
UberiRdes#465,Travel
BigBasket txn42078,Groceries
pos id#indianoilfuelstation4097,Fuel
paytm-BPCLPump-8075,Fuel
Mr Sprmrkt743,Groceries
WaterBoardaPyment#330,Bills & Utilities
visa *rapidobiketaxi4399,Travel
gascylbo ord9292,Bills & Utilities
tneelebi ord154,Bills & Utilities
Misc Payment txn7198,Others
ReduBs#200,Travel
RelianceFrseh#155,Groceries
phonepe-TNEBElectricityBill-5961,Bills & Utilities
RedBus txn3974,Travel
received from uberrides486,Travel
paytm-INOXMovies-934,Entertainment
eleser ord9939,Services
phonepe-ShellFuelCentre-7850,Fuel
phonepe housecleaningservice2622,Services
kfc ord1634,Food & Dining
iocout ord4431,Fuel
ndG rlns150,Travel
C Rpr Srvc361,Services
ref no#jiofiberbill991,Bills & Utilities
TNB lctrcty Bll131,Bills & Utilities
NX Mvs927,Entertainment
Flipkart txn65574,Shopping
gpay-Flipkart-8225,Shopping
zom ord4744,Food & Dining
Airtel Recharge txn23004,Bills & Utilities
Uber Rides txn26106,Travel
Shll Fl Cntr202,Fuel
paytm-FortisHospital-9666,Health & Medical
utr#redbus9820,Travel
Burger King txn85939,Food & Dining
gpay-Amazon-8580,Shopping
PVR Cinemas txn40526,Entertainment
r nd307,Travel
gpay-BarbequeNation-1031,Food & Dining
Zmt683,Food & Dining
Domino's Pizza txn10876,Food & Dining
paytm-Zomato-5380,Food & Dining
Chai Point txn25267,Food & Dining
received from housecleaningservice6510,Services
phonepe-AirIndia-1606,Travel
MkMyTrp512,Travel
deb card parkingfee19,Others
card *airtelrecharge807,Bills & Utilities
visa *electricianservices4498,Services
Spncr's693,Groceries
pvrcin ord2551,Entertainment
son ord3164,Entertainment
rapbikta ord1831,Travel
pAolloPharmacy#329,Health & Medical
Bg Bzr521,Groceries
Bg Bzr272,Groceries
AiIrndia#701,Travel
MakeMyTrip txn53459,Travel
BookMySohw#727,Entertainment
ApolloPharmacy#637,Health & Medical
aSlonService#588,Services
Spencer's txn36842,Groceries
hotpre ord2154,Entertainment
unktra ord8777,Others
netsub ord1788,Entertainment
Hotstar Premium txn33651,Entertainment
Ola Cabs txn99514,Travel
received from pharmeasy5172,Health & Medical
phonepe-Spotify-8702,Entertainment
MoreSupermakret#220,Groceries
payment to dishtvrecharge8280,Bills & Utilities
locvenpu ord9782,Others
br Rds956,Travel
iJoMartGrocery#614,Groceries
gensto ord9686,Others
UnknownTransaciton#466,Others
gpay indianoilfuelstation5867,Fuel
Sbwy363,Food & Dining
phonepe-Decathlon-8369,Shopping
McDonal'ds#218,Food & Dining
mastercard *waterboardpayment5441,Bills & Utilities
ord#salonservice883,Services
phonepe-RelianceFresh-9611,Groceries
C Rpr Srvc486,Services
AC Repair Service txn69839,Services
Frts Hsptl307,Health & Medical
IndiGo Airlines txn52111,Travel
Gas Cylinder Booking txn30431,Bills & Utilities
PharmEasy txn5670,Health & Medical
BkMyShw345,Entertainment
dompiz ord1141,Food & Dining
phonepe-ChaiPoint-8766,Food & Dining
BPCL Pump txn53183,Fuel
gpay-AirtelRecharge-4227,Bills & Utilities
Gs Cylndr Bkng493,Bills & Utilities
imps apollopharmacy1591,Health & Medical
Cr Wsh Srvc479,Services
gpay nykaa8982,Shopping
UberRieds#216,Travel
paytm-BarbequeNation-9348,Food & Dining
Dmn's Pzz434,Food & Dining
LocaVlendorPurchase#933,Others
phonepe unknowntransaction4224,Others
UberRidse#251,Travel
IndiGo Airlines txn63781,Travel
phonepe moresupermarket8029,Groceries
ndnl Fl Sttn300,Fuel
Apollo Pharmacy txn45993,Health & Medical
AiIrndia#192,Travel
RaipdoBikeTaxi#225,Travel
upi txn gascylinderbooking7438,Bills & Utilities
CL tlt385,Fuel
BgiBazaar#828,Groceries
aWterBoardPayment#808,Bills & Utilities
pha ord9848,Health & Medical
RICTC#847,Travel
locvenpu ord2540,Others
ACRepaireSrvice#498,Services
rtl Rchrg617,Bills & Utilities
RCTC392,Travel
TataCliq txn10225,Shopping
nknwn Trnsctn985,Others
paytm-Zomato-7533,Food & Dining
ref no#indigoairlines6801,Travel
ord#bigbazaar545,Groceries
paytm tnebelectricitybill6538,Bills & Utilities
Jio Fiber Bill txn61156,Bills & Utilities
gpay burgerking2764,Food & Dining
acrepser ord5490,Services
Myntra txn25151,Shopping
payment to spencer's7844,Groceries
BigBasket txn96342,Groceries
br Rds535,Travel
caswit ord5422,Others
Spotify txn58343,Entertainment
card *tatacliq9679,Shopping
Swggy472,Food & Dining
irc ord8021,Travel
gpay-Amazon-8115,Shopping
rtl Rchrg326,Bills & Utilities
AirtelRechagre#869,Bills & Utilities
payment to tatacliq5517,Shopping
indfuest ord8883,Fuel
Flipkart txn34947,Shopping
phonepe-Starbucks-4736,Food & Dining
ShelFluelCentre#846,Fuel
Hs Clnng Srvc342,Services
Domino's Pizza txn70616,Food & Dining
PVR Cnms139,Entertainment
MicsPayment#499,Others
INOX Movies txn44105,Entertainment
payment to medplus3953,Health & Medical
pos id#jivaayurveda8094,Health & Medical
paytm pharmeasy8612,Health & Medical
Salon Service txn91051,Services
visa *bpclpump9947,Fuel
phonepe pharmeasy107,Health & Medical
utr#bookmyshow9462,Entertainment
Msc Pymnt490,Others
Dsh TV Rchrg543,Bills & Utilities
gpay-Spencer's-564,Groceries
mcd ord7844,Food & Dining
Dish TV Recharge txn87840,Bills & Utilities
shefuece ord5743,Fuel
Subway txn78304,Food & Dining
distvrec ord6245,Bills & Utilities
nyk ord2390,Shopping
ParkignFee#814,Others
BigBasket txn10064,Groceries
dec ord9294,Shopping
Rpd Bk Tx620,Travel
phonepe-GasCylinderBooking-2133,Bills & Utilities
gpay-MiscPayment-6054,Others
phonepe-BarbequeNation-2700,Food & Dining
phonepe dishtvrecharge8553,Bills & Utilities
SonyLiv txn18881,Entertainment
phonepe-Decathlon-2719,Shopping
imps vasaneyecare6688,Health & Medical
lctrcn Srvcs388,Services
LocalVendorPurhcase#590,Others
Jiva Ayurveda txn85178,Health & Medical
IndianOilFuelStatoin#885,Fuel
paytm-SonyLiv-1880,Entertainment
Local Vendor Purchase txn60850,Others
card *parkingfee6086,Others
Swggy941,Food & Dining
med ord8692,Health & Medical
gpay tnebelectricitybill5623,Bills & Utilities
BigBasket txn63793,Groceries
paytm-D-Mart-536,Groceries
paytm-AirIndia-4420,Travel
AC Repair Service txn99380,Services
Spotify txn17906,Entertainment
TNB lctrcty Bll545,Bills & Utilities
KFC txn20536,Food & Dining
CromaReatil#949,Shopping
BPCL Pmp727,Fuel
paytm-OlaCabs-1842,Travel
J Fbr Bll31,Bills & Utilities
lctrcn Srvcs671,Services
trf#iocloutlet9977,Fuel
OlaCbas#448,Travel
AC Repair Service txn12284,Services
phonepe-VasanEyeCare-8708,Health & Medical
paytm-CarWashService-8222,Services
Misc Payment txn49866,Others
phonepe-RelianceFresh-9256,Groceries
visa *hppetrolpump5061,Fuel
deb card jiofiberbill3150,Bills & Utilities
Cash Withdrawal txn70720,Others
ord#urbancompany5857,Services
paytm-INOXMovies-7133,Entertainment
jiogro ord5346,Groceries
phonepe-Ajio-4554,Shopping
Nykaa txn69632,Shopping
Urban Company txn63748,Services
JioMart Grocery txn28168,Groceries
gpay-UnknownTransaction-8108,Others
gpay-MedPlus-5096,Health & Medical
BigBaskte#935,Groceries
ord#starbazaar623,Groceries
phonepe-IOCLOutlet-9357,Fuel
SonyLiv txn30984,Entertainment
FortisHospitla#659,Health & Medical
card *apollopharmacy8840,Health & Medical
Strbcks759,Food & Dining
gpay-RelianceFresh-5522,Groceries
gpay-FortisHospital-1993,Health & Medical
visa *cashwithdrawal2616,Others
uberid ord9444,Travel
ord#urbancompany435,Services
nknwn Trnsctn724,Others
Sptoify#185,Entertainment
boo ord649,Entertainment
gpay-IOCLOutlet-7410,Fuel
imps hppetrolpump5651,Fuel
IOCLuOtlet#692,Fuel
phonepe-Nykaa-8232,Shopping
GenrealStore#873,Others
mastercard *subway1499,Food & Dining
paytm-VasanEyeCare-5102,Health & Medical
MakeMyTrpi#420,Travel
RapidoBikTeaxi#779,Travel
AirIndai#830,Travel
paytm-IOCLOutlet-9686,Fuel
Ajio txn69714,Shopping
Cash Withdrawal txn35866,Others
IOCL Outlet txn76513,Fuel
netsub ord2453,Entertainment
MedPlus txn78274,Health & Medical
gpay-Amazon-3216,Shopping
